id,cmc_rank,id,name,symbol,slug,market_cap,volume_24h,date_added
491,492,22074,ALEX Lab,ALEX,alex-lab,31635850.108624004,362505.38838661,2022-10-05T18:46:29.000Z
492,493,3666,Ultiledger,ULT,ultiledger,31633954.010790035,0.0,2019-01-07T00:00:00.000Z
493,494,1521,Komodo,KMD,komodo,31630826.940319017,717993.63459754,2017-02-05T00:00:00.000Z
494,495,17050,Multichain,MULTI,multichain,31550693.68497179,10955747.35926337,2022-01-10T04:41:46.000Z
495,496,2348,Measurable Data Token,MDT,measurable-data-token,31307824.13783117,22232839.24894185,2018-01-09T00:00:00.000Z
496,497,3951,Pirate Chain,ARRR,pirate-chain,31271239.289762866,70605.96196941,2019-05-22T00:00:00.000Z
497,498,7692,e-Radix,EXRD,radix,31251267.349411055,105806.65049908,2020-11-16T00:00:00.000Z
498,499,4950,LCX,LCX,lcx,30916412.98128984,280018.55736769,2019-12-03T00:00:00.000Z
499,500,463,BitShares,BTS,bitshares,30885166.719117522,570576.13207937,2014-07-21T00:00:00.000Z
500,501,3874,IRISnet,IRIS,irisnet,30791961.630684644,602144.29707286,2019-04-18T00:00:00.000Z
501,502,19091,H2O DAO,H2O,h2o-dao,30766508.060970984,426354.82517397,2022-03-26T13:48:58.000Z
502,503,8292,Router Protocol,ROUTE,router-protocol,30723891.177627854,892866.36278759,2021-01-20T00:00:00.000Z
503,504,8615,Ethernity,ERN,ethernity-chain,30698942.748623803,1334943.95418358,2021-02-28T00:00:00.000Z
504,505,13969,Phoenix,PHB,phoenix-global-new,30319683.417110562,5539861.33115055,2021-11-05T14:03:22.000Z
505,506,5893,Frontier,FRONT,frontier,30315245.166882444,44372526.14829097,2020-09-15T00:00:00.000Z
506,507,15447,Lyra,LYRA,lyra-finance,30264592.652420096,9769.88063915,2021-12-01T07:30:40.000Z
507,508,8075,Rally,RLY,rally,30227545.08155187,409341.37839368,2020-12-22T00:00:00.000Z
508,509,7281,Persistence,XPRT,persistence,30174377.47002173,296279.6373303,2020-10-03T00:00:00.000Z
509,510,6193,Cream Finance,CREAM,cream-finance,30133995.31811585,2225563.79778452,2020-08-04T00:00:00.000Z
510,511,2398,SelfKey,KEY,selfkey,30039211.111409247,4799512.42325977,2018-01-15T00:00:00.000Z
511,512,6641,AhaToken,AHT,ahatoken,29867673.582150605,2590094.31657166,2020-08-19T00:00:00.000Z
512,513,2320,xMoney,UTK,utrust,29664457.769316785,2887150.58507074,2017-12-29T00:00:00.000Z
513,514,7208,Polkastarter,POLS,polkastarter,29186365.148361173,1540344.06467655,2020-09-28T00:00:00.000Z
514,515,9637,Altura,ALU,altura,29131272.14413744,559026.80511226,2021-05-07T00:00:00.000Z
515,516,6833,Litentry,LIT,litentry,29090308.666088343,4575980.02717967,2020-09-01T00:00:00.000Z
516,517,6727,Reserve,RSV,reserve,28859399.15009615,0.0,2020-08-27T00:00:00.000Z
517,518,11294,SuperRare,RARE,superrare,28722443.565208517,1250530.12888368,2021-08-17T00:00:00.000Z
518,519,25023,Milady Meme Coin,LADYS,milady-meme-coin,28449639.175447624,12338132.18675632,2023-05-08T02:42:20.000Z
519,520,10630,Guild of Guardians,GOG,guild-of-guardians,28373193.628976665,179974.14992837,2021-12-22T02:56:03.000Z
520,521,7460,Alpha Quark Token,AQT,alpha-quark-token,28274270.482577357,2096798.01320782,2020-10-20T00:00:00.000Z
521,522,21473,Dione Protocol,DIONE,dione-protocol,28045095.94170462,1292745.52991364,2022-08-19T09:58:46.000Z
522,523,7311,Beefy,BIFI,beefy-finance,27995844.185464934,265388.31344657,2020-10-06T00:00:00.000Z
523,524,2638,Cortex,CTXC,cortex,27980519.106322408,3492224.3598043,2018-04-16T00:00:00.000Z
524,525,6138,DIA,DIA,dia,27848775.66631481,5474774.51782474,2020-08-04T00:00:00.000Z
525,526,6069,Assemble Protocol,ASM,assemble-protocol,27829898.898141257,2017195.18129275,2020-08-03T00:00:00.000Z
526,527,4134,Akropolis,AKRO,akropolis,27193122.8636605,7872849.35400904,2019-07-19T00:00:00.000Z
527,528,213,MonaCoin,MONA,monacoin,27119425.198852297,73235.98743722,2014-03-20T00:00:00.000Z
528,529,8613,Alchemix,ALCX,alchemix,27036470.097533215,1895206.83042122,2021-02-27T00:00:00.000Z
529,530,10729,UFO Gaming,UFO,ufo-gaming,26519204.779387366,3385398.53254878,2021-06-30T00:00:00.000Z
530,531,3714,LTO Network,LTO,lto-network,26280267.105457988,1280794.8018854,2019-02-05T00:00:00.000Z
531,532,5947,TokenPocket,TPT,tokenpocket,26150449.536236882,80359.65857844,2020-07-29T00:00:00.000Z
532,533,11206,Bloktopia,BLOK,bloktopia,26130366.431899697,509143.0486819,2021-08-09T00:00:00.000Z
533,534,2492,Elastos,ELA,elastos,26051276.22992127,342832.21726178,2018-01-31T00:00:00.000Z
534,535,7229,Gelato,GEL,gelato,26023542.618921176,107085.02604108,2020-09-29T00:00:00.000Z
535,536,8037,Virtua,TVK,terra-virtua-kolect,25974660.523349293,3152975.96645668,2020-12-16T00:00:00.000Z
536,537,5453,KardiaChain,KAI,kardiachain,25943904.925168667,932669.41582655,2020-04-17T00:00:00.000Z
537,538,2143,Streamr,DATA,streamr,25753070.752478942,2590161.1754224,2017-11-03T00:00:00.000Z
538,539,9386,Kishu Inu,KISHU,kishu-inu,25698209.01908289,885221.92333288,2021-04-20T00:00:00.000Z
539,540,1974,Propy,PRO,propy,25642076.829544097,804411.8966311,2017-09-19T00:00:00.000Z
540,541,8296,KLAYswap Protocol,KSP,klayswap-protocol,25643511.20994244,218721.87891982,2021-01-20T00:00:00.000Z
541,542,8384,CLV,CLV,clover,25434939.545503017,3363627.42523596,2021-02-03T00:00:00.000Z
542,543,9417,Maple,MPL,maple,25377005.07964314,240123.09322366,2021-04-21T00:00:00.000Z
543,544,22977,Image Generation AI,IMGNAI,image-generation-ai,25315449.291186985,556212.02567631,2023-02-13T08:23:43.000Z
544,545,19819,REI Network,REI,rei-network,25262299.689814094,1236423.25522379,2022-04-27T14:07:00.000Z
545,546,10641,RichQUACK.com,QUACK,richquack-com,25171589.58492337,259034.15041105,2021-06-25T00:00:00.000Z
546,547,5225,FC Barcelona Fan Token,BAR,fc-barcelona-fan-token,25106694.588269934,5113071.7788897,2020-06-24T00:00:00.000Z
547,548,2776,AVA,AVA,ava,25095745.73938768,474170.06237329,2018-05-28T00:00:00.000Z
548,549,8083,Tokenlon Network Token,LON,tokenlon-network-token,25005520.056409582,366480.72691034,2020-12-23T00:00:00.000Z
549,550,11213,Star Atlas DAO,POLIS,star-atlas-polis,24896394.91329643,350905.32478625,2021-08-11T00:00:00.000Z
550,551,4064,USDK,USDK,usdk,24534684.999217074,283.75740801,2019-07-29T00:00:00.000Z
551,552,24477,ArbDoge AI,AIDOGE,arbdoge-ai,24475606.07245206,8522314.85705072,2023-04-17T06:07:36.000Z
552,553,4036,Contentos,COS,contentos,24383177.0616175,1931075.54898193,2019-06-20T00:00:00.000Z
553,554,18860,Zebec,ZBC,zebec-protocol,23979833.8060147,12154618.59184234,2022-03-15T11:30:35.000Z
554,555,8707,Alpaca Finance,ALPACA,alpaca-finance,23970208.123357046,3116955.16438365,2021-03-06T00:00:00.000Z
555,556,16334,ApolloX,APX,apollox,23840478.23652075,910050.73692838,2021-12-21T09:51:43.000Z
556,557,28230,Big Time,BIGTIME,big-time,23719976.83947997,30109929.24225499,2023-10-11T04:56:06.000Z
557,558,8206,QuickSwap [old],QUICK,quickswap,23546633.850432046,43761.39195373,2021-01-07T00:00:00.000Z
558,559,13198,NuNet,NTX,nunet,23528557.026733387,197470.77451448,2021-10-25T21:40:50.000Z
559,560,15924,NvirWorld,NVIR,nvirworld,23397216.183498923,2417186.71708968,2021-12-10T09:32:08.000Z
560,561,15585,GuildFi,GF,guildfi,23381268.832625255,430111.79991119,2021-12-05T00:18:20.000Z
561,562,10897,Alitas,ALT,alitas,23294817.959023196,0.0,2021-07-14T00:00:00.000Z
562,563,16678,NFT Worlds,WRLD,nft-worlds,23049338.867028207,76163.51095059,2021-12-30T09:55:36.000Z
563,564,1856,district0x,DNT,district0x,22967179.052273568,355855.94967543,2017-08-03T00:00:00.000Z
564,565,19966,Quickswap [New],QUICK,quickswap-new,22805934.315271895,2394290.2603972,2022-05-05T05:41:26.000Z
565,566,25479,Bad Idea AI,BAD,bad-idea-ai,22677242.942208663,1242983.69429946,2023-05-21T04:41:05.000Z
566,567,9288,BENQI,QI,benqi,22560607.50344754,6538223.83450295,2021-04-19T00:00:00.000Z
567,568,3866,CONUN,CON,conun,22314788.845193252,332023.93246339,2019-04-17T00:00:00.000Z
568,569,7048,Wing Finance,WING,wing,22278733.352836814,3469332.62248507,2020-09-16T00:00:00.000Z
569,570,12089,Coinweb,CWEB,coinweb,22242692.918264072,135978.26111827,2021-12-30T11:12:59.000Z
570,571,7960,Venus XVS,vXVS,venus-xvs,22227562.148793656,0.0,2020-12-12T00:00:00.000Z
571,572,21928,Veritise,VTS,veritise,22042811.57363969,237900.73193172,2022-09-23T09:09:20.000Z
572,573,7424,Hermez Network,HEZ,hermez-network,21793590.31486433,19745.81360384,2020-10-15T00:00:00.000Z
573,574,2933,BitMart Token,BMX,bitmart-token,21656829.02074156,2029972.70660369,2018-07-13T00:00:00.000Z
574,575,20825,Petals,PTS,petals,21539004.958008178,18308.06308873,2022-06-30T09:24:39.000Z
575,576,1414,Firo,FIRO,firo,21405708.78808695,462155.7354754,2016-10-06T00:00:00.000Z
576,577,8489,XSGD,XSGD,xsgd,21213363.69543496,194393.21370333,2021-02-17T00:00:00.000Z
577,578,1768,AdEx,ADX,adx-net,21109520.730527405,3138545.36323359,2017-07-01T00:00:00.000Z
578,579,5007,TROY,TROY,troy,20913537.9609085,591385.42118418,2019-12-06T00:00:00.000Z
579,580,22289,Myria,MYRIA,myria,20709470.93103672,3249069.36117583,2022-10-19T09:21:55.000Z
580,581,7087,Dego Finance,DEGO,dego-finance,20611790.630837433,771773.96189233,2020-09-17T00:00:00.000Z
581,582,9220,StrikeX,STRX,strikecoin,20563326.810641985,3429.52749906,2021-04-14T00:00:00.000Z
582,583,5226,Paris Saint-Germain Fan Token,PSG,paris-saint-germain-fan-token,20503778.395713504,4953262.60371979,2020-06-11T00:00:00.000Z
583,584,14534,ParaSwap,PSP,paraswap,20474267.78977812,213927.90443371,2021-11-15T13:27:12.000Z
584,585,2092,NULS,NULS,nuls,20272964.302133594,950124.49997659,2017-10-25T00:00:00.000Z
585,586,7535,Keep3rV1,KP3R,keep3rv1,20229032.191640776,1294151.49146108,2020-10-28T00:00:00.000Z
586,587,2941,CoinEx Token,CET,coinex-token,20150541.66051535,121654.31138642,2018-07-17T00:00:00.000Z
587,588,5957,DFI.Money,YFII,yearn-finance-ii,20112220.00724148,7274146.60867746,2020-07-29T00:00:00.000Z
588,589,14556,Boba Network,BOBA,boba-network,20053298.342976492,2581419.02006266,2021-11-16T03:46:11.000Z
589,590,23799,ROA CORE,ROA,roa-core,19890794.418355472,3029938.82708406,2023-03-07T10:21:55.000Z
590,591,5309,OG Fan Token,OG,og-fan-token,19793254.275712576,50133208.91722522,2020-03-12T00:00:00.000Z
591,592,18112,Alpine F1 Team Fan Token,ALPINE,alpine-f1-team-fan-token,19790882.62458308,11476783.96084196,2022-02-21T12:02:04.000Z
592,593,18679,Onyxcoin,XCN,onyxcoin,19757638.62117885,1126130.20903391,2022-03-09T16:10:43.000Z
593,594,22847,FNCY,FNCY,fncy,19719124.439452507,38738.91048482,2022-12-02T04:41:53.000Z
594,595,11783,GameFi.org,GAFI,gamefi,19621115.55177948,157644.36145745,2021-09-09T09:16:09.000Z
595,596,19590,Defigram,DFG,defigram,19612489.005956907,4057.60546024,2022-04-18T06:23:42.000Z
596,597,19705,Castello Coin,CAST,castello-coin,19556996.633897267,117435.60541802,2022-04-22T05:15:40.000Z
597,598,3,Namecoin,NMC,namecoin,19424342.667054534,8936.79120942,2013-04-28T00:00:00.000Z
598,599,6739,ONBUFF,ONIT,onbuff,19342601.051301412,399810.29896842,2020-08-28T00:00:00.000Z
599,600,5115,TerraKRW,KRT,terra-krw,19342072.90322097,0.0,2020-01-15T00:00:00.000Z
600,601,8066,Yield App,YLD,yield-app,19322877.697781455,258935.36869957,2020-12-22T00:00:00.000Z
601,602,8827,Boson Protocol,BOSON,boson-protocol,19201788.768214434,473966.63611083,2021-03-16T00:00:00.000Z
602,603,8715,Taraxa,TARA,taraxa,18956561.57782709,714352.03823286,2021-03-08T00:00:00.000Z
603,604,11212,Star Atlas,ATLAS,star-atlas,18878607.531808525,2666037.18360466,2021-08-11T00:00:00.000Z
604,605,8357,Bitcicoin,BITCI,bitcicoin,18802479.601766877,645346.65033898,2021-01-29T00:00:00.000Z
605,606,11461,Marinade Staked SOL,MSOL,marinade,18772182.719177064,7728231.58539438,2021-08-29T14:09:19.000Z
606,607,7978,Bonfida,FIDA,bonfida,18611175.996453162,2706361.30257104,2020-12-14T00:00:00.000Z
607,608,10409,Opulous,OPUL,opulous,18590257.679079082,1074446.41979564,2021-06-11T00:00:00.000Z
608,609,4660,Telos,TLOS,telos,18540770.82913954,1254781.06297644,2019-09-17T00:00:00.000Z
609,610,15678,Voxies,VOXEL,voxies,18537704.32247895,5215217.38578705,2021-12-14T12:02:47.000Z
610,611,5631,Orion,ORN,orion-protocol,18534390.591143996,2949964.7387322,2020-07-16T00:00:00.000Z
611,612,11222,Nine Chronicles,WNCG,wrapped-ncg,18508350.227647875,317483.84115561,2021-08-11T00:00:00.000Z
612,613,11871,GameZone,GZONE,gamezone,18322207.123974536,54298.70422221,2021-09-14T01:07:06.000Z
613,614,13524,Solend,SLND,solend,18152745.110553008,24908.95912389,2021-10-29T04:19:47.000Z
614,615,7127,Velo,VELO,velo,18096421.99662846,4325452.26647055,2020-09-21T00:00:00.000Z
615,616,9291,Ternoa,CAPS,ternoa,18078801.310098536,335991.3881691,2021-04-19T00:00:00.000Z
616,617,8479,VAIOT,VAI,vaiot,17947974.649317637,893015.98094321,2021-04-20T00:00:00.000Z
617,618,8771,GYEN,GYEN,gyen,17932392.75832479,3010.20291972,2021-03-10T00:00:00.000Z
618,619,4747,Velas,VLX,velas,17814762.39900504,1319023.91638773,2019-10-03T00:00:00.000Z
619,620,10744,DeRace,DERC,derace,17776637.476291925,356821.47358361,2021-07-02T00:00:00.000Z
620,621,5821,Aleph.im,ALEPH,aleph-im,17737902.41345231,223717.86823066,2020-07-08T00:00:00.000Z
621,622,2585,CENNZnet,CENNZ,centrality,17596319.25786447,5967.50284049,2018-03-13T00:00:00.000Z
622,623,23081,UNS TOKEN,UNS,uns-token,17533967.52757723,75435.36390224,2023-03-31T05:24:19.000Z
623,624,12623,Stader,SD,stader,17505897.152875174,1264773.38616194,2021-10-11T19:37:29.000Z
624,625,6859,Harvest Finance,FARM,harvest-finance,17457786.285876893,1477692.06742926,2020-09-02T00:00:00.000Z
625,626,20789,Dejitaru Tsuka,TSUKA,dejitaru-tsuka,17458701.485662673,269407.07279207,2022-06-28T05:46:26.000Z
626,627,10049,Manchester City Fan Token,CITY,manchester-city-fan-token,17265042.924122043,3624912.23444756,2021-05-25T00:00:00.000Z
627,628,11171,Mango,MNGO,mango-markets,16960357.026306007,156255.31048912,2021-08-05T00:00:00.000Z
628,629,5882,StaFi,FIS,stafi,16908911.388474405,1607271.06359441,2020-07-21T00:00:00.000Z
629,630,3628,MXC,MXC,mxc,16905656.096117858,1635190.03701216,2018-12-06T00:00:00.000Z
630,631,1883,Adshares,ADS,adshares,16832455.92722218,27974.63358194,2017-08-12T00:00:00.000Z
631,632,4956,MAP Protocol,MAP,map-protocol,16767916.968505703,228296.82791762,2020-01-06T00:00:00.000Z
632,633,22031,Angola,AGLA,angola,16729622.273982283,29187.53436878,2022-10-03T02:04:58.000Z
633,634,9892,YooShi,YOOSHI,yooshi,16691650.593340538,103802.45144244,2021-05-18T00:00:00.000Z
634,635,27862,Veloce,VEXT,veloce-vext,16644941.121044887,3146078.18308876,2023-09-04T10:04:03.000Z
635,636,2289,Gifto,GFT,gifto,16493587.641614078,6664431.98651771,2017-12-18T00:00:00.000Z
636,637,7158,BurgerCities,BURGER,burger-cities,16483766.514955267,3195939.74834667,2020-09-24T00:00:00.000Z
637,638,10974,Tranchess,CHESS,tranchess,16368908.004968565,1395495.8813066,2021-07-20T00:00:00.000Z
638,639,28151,Evadore,EVA,evadore,16368226.77566339,2041838.55138514,2023-09-21T20:46:58.000Z
639,640,7576,Kava Lend,HARD,hard-protocol,16352452.288249714,616997.18603675,2020-11-02T00:00:00.000Z
640,641,8800,Dora Factory (old),DORA,dora-factory,16042132.063137533,3.02774831,2021-03-15T00:00:00.000Z
641,642,5966,Student Coin,STC,student-coin,16010587.066170465,53564.38511113,2020-07-30T00:00:00.000Z
642,643,16979,Hillstone Finance,HSF,hillstone,16009643.660945605,209431.12997938,2022-01-07T03:29:29.000Z
643,644,12140,RMRK,RMRK,rmrk,15944835.856285809,65473.63157685,2021-09-25T07:30:41.000Z
644,645,4191,Syntropy,NOIA,syntropy,15927535.626208965,730953.27390118,2019-07-31T00:00:00.000Z
645,646,2058,AirSwap,AST,airswap,15886085.234605743,470036.6146943,2017-10-17T00:00:00.000Z
646,647,18919,Shiba Predator,QOM,shiba-predator,15845637.926214172,165681.21288926,2022-03-18T01:52:31.000Z
647,648,1169,PIVX,PIVX,pivx,15817728.087222733,635294.79145693,2016-02-13T00:00:00.000Z
648,649,19650,Volt Inu,VOLT,volt-inu-v2,15718578.579218226,6149644.53860609,2021-12-21T19:32:33.000Z
649,650,6536,MANTRA,OM,mantra,15603333.568377996,1554519.01775628,2020-08-11T00:00:00.000Z
650,651,4118,ForTube,FOR,the-force-protocol,15556926.386157144,525068.54192017,2019-07-17T00:00:00.000Z
651,652,17145,League of Kingdoms Arena,LOKA,league-of-kingdoms,15472633.073919937,3838603.3838018,2022-01-11T15:44:13.000Z
652,653,18966,NEOPIN,NPT,neopin,15370305.46669773,778867.86099219,2022-03-21T11:45:05.000Z
653,654,12687,S.S. Lazio Fan Token,LAZIO,lazio-fan-token,15326801.23587971,8498820.64605551,2021-10-21T11:21:12.000Z
654,655,4249,Findora,FRA,findora,15266066.538217707,579483.76594483,2019-08-14T00:00:00.000Z
655,656,7189,Origin Dollar,OUSD,origin-dollar,15236814.110019747,7463555.31871266,2020-09-27T00:00:00.000Z
656,657,4758,dForce,DF,dforce,15167558.183449145,560822.57383467,2020-06-22T00:00:00.000Z
657,658,9467,Celo Euro,CEUR,celo-euro,15132677.818093978,150865.59822409,2021-04-28T00:00:00.000Z
658,659,22710,VIDT DAO,VIDT,vidt-dao,15046535.706029221,1392351.51545837,2019-04-05T00:00:00.000Z
659,660,5865,FIO Protocol,FIO,fio-protocol,15042980.385363849,4757713.51315472,2020-07-19T00:00:00.000Z
660,661,2530,Fusion,FSN,fusion,15031510.498384435,320177.25790291,2018-02-16T00:00:00.000Z
661,662,20497,WAGMI Games,WAGMIGAMES,wagmi-game-2,15020620.02493164,887863.02307255,2022-06-07T16:23:51.000Z
662,663,3968,Elitium,EUM,elitium,14933528.341072557,0.0,2019-05-24T00:00:00.000Z
663,664,11035,Splintershards,SPS,splintershards,14916428.891444473,111404.1602398,2021-07-24T00:00:00.000Z
664,665,5350,XPR Network,XPR,proton,14907396.913039325,591071.13723873,2020-04-06T00:00:00.000Z
665,666,10293,Swarm,BZZ,ethereum-swarm,14839458.307002716,373913.19611033,2021-06-05T00:00:00.000Z
666,667,5877,Rarible,RARI,rarible,14810267.741811704,163088.61403525,2020-07-20T00:00:00.000Z
667,668,23794,Optimus AI,OPTI,optimus-ai,14656812.600677066,734498.10456657,2023-03-07T09:33:21.000Z
668,669,4441,Vectorspace AI,VXV,vectorspace-ai,14652375.17050016,44883.61808037,2019-12-04T00:00:00.000Z
669,670,2937,VITE,VITE,vite,14636760.2771082,516868.11166473,2018-07-17T00:00:00.000Z
670,671,2675,Dock,DOCK,dock,14588850.235909345,590156.09953894,2018-04-25T00:00:00.000Z
671,672,22052,SpaceN,SN,spacen,14539642.06453041,19936.60592866,2022-10-03T06:33:29.000Z
672,673,2081,AirDAO,AMB,airdao,14441963.167792201,5610464.2672765,2017-10-23T00:00:00.000Z
673,674,2135,Revain,REV,revain,14436101.485800033,7963.93375452,2017-11-01T00:00:00.000Z
674,675,1853,OAX,OAX,oax,14299111.80496895,4409579.14430747,2017-07-31T00:00:00.000Z
675,676,9721,Samoyedcoin,SAMO,samoyedcoin,14280724.515276683,848048.87459103,2021-05-12T00:00:00.000Z
676,677,6855,BIDR,BIDR,binance-idr,14255944.887966242,1768115.06596018,2020-09-02T00:00:00.000Z
677,678,7654,RFOX,RFOX,redfox-labs,14110417.672308803,243288.98457086,2020-11-12T00:00:00.000Z
678,679,1925,Waltonchain,WTC,waltonchain,14063368.606820803,905694.88859575,2017-08-27T00:00:00.000Z
679,680,9194,Saito,SAITO,saito,14056501.070298605,79833.46676603,2021-04-22T00:00:00.000Z
680,681,2572,BABB,BAX,babb,14032217.975969637,88912.38581047,2018-03-09T00:00:00.000Z
681,682,25264,Snek,SNEK,snek,14031044.073997445,602976.80649102,2023-05-14T20:05:46.000Z
682,683,5583,Hacken Token,HAI,hackenai,14023550.731315961,709042.57532141,2020-05-13T00:00:00.000Z
683,684,21414,Dogechain,DC,dogechain,13801797.72667682,797513.40904494,2022-08-16T15:08:33.000Z
684,685,20382,Battle World,BWO,battle-world,13787463.181205334,164632.72195149,2022-05-31T06:30:32.000Z
685,686,10778,Metahero,HERO,metahero,13729156.625654133,434722.07141896,2021-07-07T00:00:00.000Z
686,687,8938,Ellipsis,EPS,ellipsis,13682173.960334113,202.48892419,2021-03-24T00:00:00.000Z
687,688,8245,Hydra,HYDRA,hydra,13659586.518458037,696807.92175147,2021-01-12T00:00:00.000Z
688,689,27276,Pepe 2.0,PEPE2.0,pepe-2-0,13577565.04321922,9924047.04657962,2023-06-28T04:14:21.000Z
689,690,14052,FC Porto Fan Token,PORTO,fc-porto,13559113.212113492,8543944.75847296,2021-11-08T06:40:54.000Z
690,691,19924,Ellipsis,EPX,ellipsis-epx,13338790.338158866,1341916.99044728,2022-05-04T05:09:40.000Z
691,692,15248,Santos FC Fan Token,SANTOS,santos-fc-fan-token,13295421.620046506,52690477.63693059,2021-12-01T11:03:09.000Z
692,693,10805,Throne,THN,throne,13272233.187721265,1548454.24281115,2021-07-09T00:00:00.000Z
693,694,10759,rhino.fi,DVF,deversifi,13206941.952133242,4968.20258585,2021-07-05T00:00:00.000Z
694,695,6830,KILT Protocol,KILT,kiltprotocol,13008244.051409299,67486.32457234,2021-11-25T00:52:03.000Z
695,696,8258,CUDOS,CUDOS,cudos,12885616.806594409,278127.77973283,2021-01-13T00:00:00.000Z
696,697,5224,Juventus Fan Token,JUV,juventus-fan-token,12816694.377049204,22263834.36180187,2020-04-22T00:00:00.000Z
697,698,9764,MILC Platform,MLT,milc-platform,12807444.248865811,817372.65016865,2021-05-13T00:00:00.000Z
698,699,22837,DIMO,DIMO,dimo,12756762.133433202,43446.3757075,2022-12-01T10:19:22.000Z
699,700,7664,UNCX Network,UNCX,uncx,12703810.85148163,24991.39624357,2020-11-13T00:00:00.000Z
700,701,9148,Drep [new],DREP,drep-new,12677181.118793378,945723.30243667,2021-04-07T00:00:00.000Z
701,702,4860,Era Swap,ES,era-swap,12645492.515346222,257845.02304707,2019-10-31T00:00:00.000Z
702,703,6520,HOPR,HOPR,hopr,12634467.31650929,274594.58052995,2020-08-11T00:00:00.000Z
703,704,10586,TABOO TOKEN,TABOO,taboo-token,12560149.174070748,731697.96442169,2021-06-23T00:00:00.000Z
704,705,11330,VIMworld,VEED,vimworld,12535983.80428678,11502.12089909,2021-08-19T00:00:00.000Z
705,706,12787,Minswap,MIN,minswap,12446842.81361166,15857.05557245,2021-10-15T14:39:28.000Z
706,707,8049,Tornado Cash,TORN,torn,12444876.469360685,668880.33395898,2020-12-18T00:00:00.000Z
707,708,11451,Shiden Network,SDN,shiden-network,12324437.554728376,151186.39306729,2021-08-27T21:35:21.000Z
708,709,2758,Unibright,UBT,unibright,12311612.407784488,33158.21187362,2018-05-21T00:00:00.000Z
709,710,8669,Sovryn,SOV,sovryn,12208501.86742815,50321.74891848,2021-03-03T00:00:00.000Z
710,711,9104,AIOZ Network,AIOZ,aioz-network,11958788.34662951,187779.13088615,2021-04-02T00:00:00.000Z
711,712,2630,PolySwarm,NCT,polyswarm,11912488.049444247,312802.59276319,2018-04-10T00:00:00.000Z
712,713,4691,Zano,ZANO,zano,11849053.850213332,10776.47626019,2020-01-17T00:00:00.000Z
713,714,8720,Inverse Finance,INV,inverse-finance,11721623.201917376,142772.43602133,2021-03-08T00:00:00.000Z
714,715,2019,Viberate,VIB,viberate,11721565.341596287,3377324.97555771,2017-10-06T00:00:00.000Z
715,716,5552,Hathor,HTR,hathor,11704715.10647203,314078.44574962,2020-05-07T00:00:00.000Z
716,717,5841,NEST Protocol,NEST,nest-protocol,11673976.534665274,9034628.36814014,2020-07-14T00:00:00.000Z
717,718,788,Circuits of Value,COVAL,circuits-of-value,11645380.806574471,343328.08992964,2015-01-23T00:00:00.000Z
718,719,9177,Pitbull,PIT,pitbull,11640651.81490424,305400.36211356,2021-04-08T00:00:00.000Z
719,720,77,Diamond,DMD,diamond,11576618.787418103,20397.89447653,2013-12-19T00:00:00.000Z
720,721,7726,ICHI,ICHI,ichi,11554972.538083177,29547.55111252,2020-11-19T00:00:00.000Z
721,722,13967,Goldfinch,GFI,goldfinch-protocol,11540457.647732869,222470.69877087,2021-11-05T12:19:13.000Z
722,723,7882,Efforce,WOZX,efforce,11495570.045795431,205649.40616844,2020-12-07T00:00:00.000Z
723,724,21968,Tamadoge,TAMA,tamadoge,11484009.713171003,1217339.01338518,2022-09-27T18:02:56.000Z
724,725,3724,SOLVE,SOLVE,solve,11452109.223572578,696491.18897803,2019-02-04T00:00:00.000Z
725,726,14339,Cypherium,CPH,cypherium,11370984.963436067,11410.74981117,2021-11-11T08:57:37.000Z
726,727,6209,Spheroid Universe,SPH,spheroid-universe,11335385.706240626,107202.53021877,2020-08-05T00:00:00.000Z
727,728,23633,HAVAH,HVH,havah,11282388.322149819,612239.80698495,2023-02-23T04:38:35.000Z
728,729,8271,Poolz Finance,POOLX,poolz-finance,11273089.398936735,1370629.4918055,2021-01-18T00:00:00.000Z
729,730,22866,Radiant,RXD,radiant,11347560.618192673,12477.58141711,2022-12-05T03:09:04.000Z
730,731,8538,AC Milan Fan Token,ACM,ac-milan-fan-token,11103379.20986908,5974013.22961565,2021-02-22T00:00:00.000Z
731,732,2245,Presearch,PRE,presearch,11044823.0248338,81526.01456939,2017-12-05T00:00:00.000Z
732,733,2916,Nimiq,NIM,nimiq,10954878.108448151,367089.91279029,2018-07-10T00:00:00.000Z
733,734,5,Peercoin,PPC,peercoin,10891633.86624113,2501.53771045,2013-04-28T00:00:00.000Z
734,735,19778,Step App,FITFI,step-app,10873966.33796932,27204306.10253772,2022-04-26T07:24:11.000Z
735,736,15478,Decentral Games,DG,decentral-games,10818957.545572007,145420.82860976,2021-12-02T04:24:32.000Z
736,737,13521,Numbers Protocol,NUM,numbers-protocol,10740868.375931375,644270.14507757,2021-10-29T04:05:10.000Z
737,738,4779,HUSD,HUSD,husd,10622967.254468793,167.56894872,2019-10-15T00:00:00.000Z
738,739,5227,Atletico De Madrid Fan Token,ATM,atletico-de-madrid-fan-token,10616607.743615426,3870050.37552165,2020-02-13T00:00:00.000Z
739,740,5777,renBTC,RENBTC,renbtc,10611945.812337246,186.70326626,2020-06-28T00:00:00.000Z
740,741,18802,Dust Protocol,DUST,dust-protocol,10604358.266093476,109605.55660786,2022-03-14T13:00:32.000Z
